CustomerID,TotalRevenue,TotalOrders,TotalQuantity,FirstPurchase,LastPurchase,AverageOrderValue,CustomerTenure,PurchaseFrequency,RevenueBand,CustomerType,Recency,R_Score,F_Score,M_Score,RFM_Score,EstimatedCLV
13635.0,1071.03,1,677,2011-10-03 10:55:00,2011-10-03 10:55:00,1071.03,1,1.0,"£1,001–£2,500",One-Time,68,3,1,4,8,1071.03
13636.0,949.12,5,592,2011-02-27 14:29:00,2011-11-03 10:30:00,189.824,248,0.020161290322580645,"£501–£1,000",Repeat,37,3,4,4,11,949.12
13637.0,804.3,3,405,2011-04-27 13:06:00,2011-10-18 13:32:00,268.09999999999997,174,0.017241379310344827,"£501–£1,000",Repeat,52,3,3,3,9,804.3
13638.0,122.64,1,93,2011-11-24 10:38:00,2011-11-24 10:38:00,122.64,1,1.0,£0–£500,One-Time,16,4,1,1,6,122.64
13639.0,1033.34,1,800,2011-09-26 13:36:00,2011-09-26 13:36:00,1033.34,1,1.0,"£1,001–£2,500",One-Time,74,2,1,4,7,1033.34
13642.0,312.28,1,151,2011-05-08 12:34:00,2011-05-08 12:34:00,312.28,1,1.0,£0–£500,One-Time,216,1,1,2,4,312.28
13643.0,519.44,3,273,2011-06-07 11:40:00,2011-11-08 15:37:00,173.14666666666668,154,0.01948051948051948,"£501–£1,000",Repeat,31,4,3,3,10,519.44
13644.0,2624.26,4,2067,2011-08-26 11:53:00,2011-11-23 14:07:00,656.065,89,0.0449438202247191,"£2,501–£5,000",Repeat,16,4,4,5,13,2624.26
13645.0,252.1,1,158,2011-08-11 16:11:00,2011-08-11 16:11:00,252.1,1,1.0,£0–£500,One-Time,120,2,1,2,5,252.1
13647.0,1648.1200000000001,4,887,2011-04-19 09:49:00,2011-11-30 12:00:00,412.03000000000003,225,0.017777777777777778,"£1,001–£2,500",Repeat,10,5,4,4,13,1648.1200000000001
13649.0,346.6,2,139,2010-12-08 14:46:00,2011-03-28 11:51:00,173.3,109,0.01834862385321101,£0–£500,Repeat,257,1,2,2,5,346.6
13650.0,1836.34,6,922,2011-03-17 12:37:00,2011-11-23 12:22:00,306.0566666666667,250,0.024,"£1,001–£2,500",Repeat,17,4,5,4,13,1836.3400000000001
13651.0,94.2,2,33,2011-10-31 12:11:00,2011-11-04 14:59:00,47.1,4,0.5,£0–£500,Repeat,35,3,2,1,6,94.2
13652.0,1095.08,3,578,2010-12-06 09:21:00,2011-10-25 08:51:00,365.02666666666664,322,0.009316770186335404,"£1,001–£2,500",Repeat,46,3,3,4,10,1095.08
13654.0,2707.33,6,2182,2011-03-11 12:54:00,2011-10-27 16:24:00,451.22166666666664,230,0.02608695652173913,"£2,501–£5,000",Repeat,43,3,5,5,13,2707.33
13655.0,932.97,2,605,2011-04-12 09:53:00,2011-08-17 14:25:00,466.485,127,0.015748031496062992,"£501–£1,000",Repeat,114,2,2,3,7,932.97
13656.0,379.65,2,490,2011-01-06 15:42:00,2011-06-28 10:31:00,189.825,172,0.011627906976744186,£0–£500,Repeat,165,2,2,2,6,379.65
13657.0,382.14,2,209,2011-05-22 12:35:00,2011-11-29 12:32:00,191.07,190,0.010526315789473684,£0–£500,Repeat,11,5,2,2,9,382.14
13658.0,2639.17,5,1019,2011-05-19 17:15:00,2011-11-30 10:13:00,527.8340000000001,194,0.02577319587628866,"£2,501–£5,000",Repeat,10,5,4,5,14,2639.17
13659.0,1563.0,2,882,2011-01-23 12:08:00,2011-05-18 12:37:00,781.5,115,0.017391304347826087,"£1,001–£2,500",Repeat,206,1,2,4,7,1563.0
13662.0,881.26,3,533,2011-03-25 13:23:00,2011-09-15 12:04:00,293.75333333333333,173,0.017341040462427744,"£501–£1,000",Repeat,86,2,3,3,8,881.2599999999999
13663.0,189.47,1,91,2011-06-13 15:44:00,2011-06-13 15:44:00,189.47,1,1.0,£0–£500,One-Time,179,2,1,1,4,189.47
13666.0,84.65,3,41,2011-02-25 13:05:00,2011-10-10 15:39:00,28.21666666666667,227,0.013215859030837005,£0–£500,Repeat,60,3,3,1,7,84.65
13667.0,299.05,1,149,2011-07-13 15:42:00,2011-07-13 15:42:00,299.05,1,1.0,£0–£500,One-Time,149,2,1,2,5,299.05
13668.0,6309.83,21,3722,2010-12-12 12:35:00,2011-12-07 12:11:00,300.46809523809526,359,0.0584958217270195,"£5,001–£10,000",Repeat,3,5,5,5,15,6309.83
13669.0,218.55,2,237,2011-07-13 11:44:00,2011-10-20 09:32:00,109.275,98,0.02040816326530612,£0–£500,Repeat,51,3,2,1,6,218.54999999999998
13670.0,349.7,1,282,2011-09-25 15:25:00,2011-09-25 15:25:00,349.7,1,1.0,£0–£500,One-Time,75,2,1,2,5,349.7
13672.0,186.39000000000001,2,57,2011-01-11 13:54:00,2011-02-11 13:53:00,93.19500000000001,30,0.06666666666666667,£0–£500,Repeat,301,1,2,1,4,186.39000000000001
13673.0,387.44,2,114,2011-11-07 15:40:00,2011-11-21 12:11:00,193.72,13,0.15384615384615385,£0–£500,Repeat,19,4,2,2,8,387.44000000000005
13675.0,486.82000000000005,2,330,2011-02-28 12:14:00,2011-07-11 12:57:00,243.41000000000003,133,0.015037593984962405,£0–£500,Repeat,151,2,2,2,6,486.82
13678.0,232.6,1,924,2011-07-11 10:14:00,2011-07-11 10:14:00,232.6,1,1.0,£0–£500,One-Time,152,2,1,1,4,232.6
13680.0,3719.12,4,1934,2011-01-04 14:12:00,2011-12-08 13:47:00,929.78,337,0.011869436201780416,"£2,501–£5,000",Repeat,1,5,4,5,14,3719.12
13681.0,827.83,4,360,2011-07-07 15:21:00,2011-11-22 11:13:00,206.9575,137,0.029197080291970802,"£501–£1,000",Repeat,18,4,4,3,11,827.83
13682.0,59.5,1,10,2011-06-05 14:06:00,2011-06-05 14:06:00,59.5,1,1.0,£0–£500,One-Time,187,1,1,1,3,59.5
13684.0,65.13,1,38,2011-02-27 10:13:00,2011-02-27 10:13:00,65.13,1,1.0,£0–£500,One-Time,286,1,1,1,3,65.13
13685.0,3119.44,7,5056,2011-10-10 12:59:00,2011-12-07 11:41:00,445.63428571428574,57,0.12280701754385964,"£2,501–£5,000",Repeat,3,5,5,5,15,3119.44
13686.0,72.0,1,70,2011-06-10 09:10:00,2011-06-10 09:10:00,72.0,1,1.0,£0–£500,One-Time,183,1,1,1,3,72.0
13689.0,910.0,1,512,2011-10-07 13:21:00,2011-10-07 13:21:00,910.0,1,1.0,"£501–£1,000",One-Time,63,3,1,3,7,910.0
13690.0,172.25,1,67,2011-10-11 15:03:00,2011-10-11 15:03:00,172.25,1,1.0,£0–£500,One-Time,59,3,1,1,5,172.25
13692.0,1488.32,3,1226,2011-04-17 12:57:00,2011-11-15 11:17:00,496.1066666666666,211,0.014218009478672985,"£1,001–£2,500",Repeat,25,4,3,4,11,1488.3199999999997
13694.0,65039.62,50,63312,2010-12-01 12:12:00,2011-12-06 09:32:00,1300.7924,369,0.13550135501355012,"Above £10,000",Repeat,4,5,5,5,15,65039.62
13695.0,2504.13,15,1603,2011-03-25 11:31:00,2011-11-08 14:26:00,166.942,228,0.06578947368421052,"£2,501–£5,000",Repeat,31,4,5,5,14,2504.13
13697.0,151.29999999999998,1,177,2011-11-01 09:14:00,2011-11-01 09:14:00,151.29999999999998,1,1.0,£0–£500,One-Time,39,3,1,1,5,151.29999999999998
13699.0,308.58000000000004,1,66,2011-07-07 16:51:00,2011-07-07 16:51:00,308.58000000000004,1,1.0,£0–£500,One-Time,155,2,1,2,5,308.58000000000004
13700.0,2248.63,10,2281,2011-01-16 13:18:00,2011-11-13 13:00:00,224.863,300,0.03333333333333333,"£1,001–£2,500",Repeat,26,4,5,5,14,2248.63
13703.0,99.5,1,10,2011-01-25 13:10:00,2011-01-25 13:10:00,99.5,1,1.0,£0–£500,One-Time,318,1,1,1,3,99.5
13704.0,2308.06,9,1531,2011-09-12 14:40:00,2011-12-04 15:13:00,256.4511111111111,83,0.10843373493975904,"£1,001–£2,500",Repeat,5,5,5,5,15,2308.06
13705.0,711.86,3,363,2010-12-01 10:29:00,2011-12-02 12:32:00,237.28666666666666,366,0.00819672131147541,"£501–£1,000",Repeat,8,5,3,3,11,711.86
13706.0,330.79,1,189,2011-02-10 09:21:00,2011-02-10 09:21:00,330.79,1,1.0,£0–£500,One-Time,303,1,1,2,4,330.79
13707.0,806.41,2,351,2011-01-28 13:27:00,2011-03-17 18:03:00,403.205,48,0.041666666666666664,"£501–£1,000",Repeat,267,1,2,3,6,806.4099999999999
13708.0,285.33,1,301,2011-03-13 13:46:00,2011-03-13 13:46:00,285.33,1,1.0,£0–£500,One-Time,271,1,1,2,4,285.33
13709.0,6307.650000000001,13,3508,2011-01-28 14:57:00,2011-12-06 10:28:00,485.2038461538462,311,0.04180064308681672,"£5,001–£10,000",Repeat,4,5,5,5,15,6307.650000000001
13710.0,180.48,1,176,2011-11-08 08:16:00,2011-11-08 08:16:00,180.48,1,1.0,£0–£500,One-Time,32,4,1,1,6,180.48
13711.0,252.06,2,140,2011-05-05 10:29:00,2011-05-05 10:31:00,126.03,1,2.0,£0–£500,Repeat,219,1,2,2,5,252.06
13712.0,228.84,1,352,2011-04-07 12:33:00,2011-04-07 12:33:00,228.84,1,1.0,£0–£500,One-Time,247,1,1,1,3,228.84
13715.0,1077.39,5,562,2010-12-02 08:52:00,2011-03-03 19:21:00,215.478,91,0.054945054945054944,"£1,001–£2,500",Repeat,281,1,4,4,9,1077.39
13716.0,138.28,1,138,2011-03-15 13:49:00,2011-03-15 13:49:00,138.28,1,1.0,£0–£500,One-Time,269,1,1,1,3,138.28
13717.0,1445.01,6,1959,2011-02-14 13:21:00,2011-11-07 14:13:00,240.835,266,0.022556390977443608,"£1,001–£2,500",Repeat,32,4,5,4,13,1445.01
13718.0,306.55,2,173,2011-02-17 11:58:00,2011-04-07 13:24:00,153.275,49,0.04081632653061224,£0–£500,Repeat,246,1,2,2,5,306.55
13719.0,1041.68,5,609,2011-04-19 13:56:00,2011-11-24 15:26:00,208.336,219,0.0228310502283105,"£1,001–£2,500",Repeat,15,4,4,4,12,1041.68
13720.0,799.9,4,501,2011-03-30 09:17:00,2011-08-15 12:46:00,199.975,138,0.028985507246376812,"£501–£1,000",Repeat,117,2,4,3,9,799.9
13721.0,524.14,1,316,2011-11-03 14:05:00,2011-11-03 14:05:00,524.14,1,1.0,"£501–£1,000",One-Time,36,3,1,3,7,524.14
13722.0,2375.41,3,1401,2011-03-02 11:43:00,2011-07-31 12:44:00,791.8033333333333,151,0.019867549668874173,"£1,001–£2,500",Repeat,132,2,3,5,10,2375.41
13723.0,199.85000000000002,1,43,2011-05-06 17:04:00,2011-05-06 17:04:00,199.85000000000002,1,1.0,£0–£500,One-Time,217,1,1,1,3,199.85000000000002
13725.0,1980.56,8,806,2011-02-04 12:18:00,2011-10-21 10:03:00,247.57,258,0.031007751937984496,"£1,001–£2,500",Repeat,50,3,5,4,12,1980.56
13726.0,1079.6599999999999,2,1054,2011-08-31 11:06:00,2011-11-01 10:49:00,539.8299999999999,61,0.03278688524590164,"£1,001–£2,500",Repeat,39,3,2,4,9,1079.66
13727.0,333.48,2,162,2011-11-06 12:16:00,2011-11-11 09:46:00,166.74,4,0.5,£0–£500,Repeat,29,4,2,2,8,333.48
13728.0,1016.14,6,458,2011-02-02 12:09:00,2011-11-03 10:49:00,169.35666666666665,273,0.02197802197802198,"£1,001–£2,500",Repeat,37,3,5,4,12,1016.14
13730.0,752.6,2,488,2011-07-01 12:47:00,2011-07-27 08:35:00,376.3,25,0.08,"£501–£1,000",Repeat,136,2,2,3,7,752.6
13731.0,610.59,2,278,2011-04-07 10:10:00,2011-05-04 14:33:00,305.295,27,0.07407407407407407,"£501–£1,000",Repeat,219,1,2,3,6,610.59
13732.0,491.86,1,498,2011-11-11 15:49:00,2011-11-11 15:49:00,491.86,1,1.0,£0–£500,One-Time,28,4,1,3,8,491.86
13735.0,2883.54,4,1128,2011-04-19 13:49:00,2011-11-15 11:14:00,720.885,209,0.019138755980861243,"£2,501–£5,000",Repeat,25,4,4,5,13,2883.54
13736.0,729.8,2,496,2011-03-24 13:04:00,2011-12-04 15:19:00,364.9,255,0.00784313725490196,"£501–£1,000",Repeat,5,5,2,3,10,729.8
13737.0,339.59999999999997,1,125,2011-05-23 16:32:00,2011-05-23 16:32:00,339.59999999999997,1,1.0,£0–£500,One-Time,200,1,1,2,4,339.59999999999997
13739.0,216.9,1,54,2011-11-21 13:35:00,2011-11-21 13:35:00,216.9,1,1.0,£0–£500,One-Time,18,4,1,1,6,216.9
13740.0,350.75,1,425,2011-04-13 10:32:00,2011-04-13 10:32:00,350.75,1,1.0,£0–£500,One-Time,241,1,1,2,4,350.75
13741.0,668.4300000000001,3,218,2011-05-06 13:43:00,2011-09-29 09:19:00,222.81000000000003,145,0.020689655172413793,"£501–£1,000",Repeat,72,3,3,3,9,668.4300000000001
13742.0,3107.87,12,1115,2011-01-23 14:59:00,2011-11-23 11:07:00,258.9891666666667,303,0.039603960396039604,"£2,501–£5,000",Repeat,17,4,5,5,14,3107.87
13743.0,1341.6,7,1776,2011-03-25 14:46:00,2011-12-07 10:09:00,191.65714285714284,256,0.02734375,"£1,001–£2,500",Repeat,3,5,5,4,14,1341.6
13744.0,1080.52,2,1153,2011-02-20 14:08:00,2011-09-05 15:19:00,540.26,197,0.01015228426395939,"£1,001–£2,500",Repeat,95,2,2,4,8,1080.52
13745.0,300.04,1,496,2011-06-30 16:43:00,2011-06-30 16:43:00,300.04,1,1.0,£0–£500,One-Time,162,2,1,2,5,300.04
13747.0,79.6,1,8,2010-12-01 10:37:00,2010-12-01 10:37:00,79.6,1,1.0,£0–£500,One-Time,374,1,1,1,3,79.6
13748.0,948.25,5,439,2010-12-01 09:00:00,2011-09-05 09:45:00,189.65,278,0.017985611510791366,"£501–£1,000",Repeat,96,2,4,4,10,948.2499999999999
13750.0,1647.26,5,516,2011-01-07 11:49:00,2011-10-17 12:16:00,329.452,283,0.0176678445229682,"£1,001–£2,500",Repeat,54,3,4,4,11,1647.2600000000002
13751.0,296.25,1,152,2011-02-24 15:56:00,2011-02-24 15:56:00,296.25,1,1.0,£0–£500,One-Time,288,1,1,2,4,296.25
13752.0,1175.38,6,874,2011-04-07 12:04:00,2011-08-07 14:16:00,195.89666666666668,122,0.04918032786885246,"£1,001–£2,500",Repeat,124,2,5,4,11,1175.38
13753.0,741.26,1,512,2011-02-25 12:48:00,2011-02-25 12:48:00,741.26,1,1.0,"£501–£1,000",One-Time,288,1,1,3,5,741.26
13754.0,282.59999999999997,2,214,2011-01-26 14:58:00,2011-07-11 11:51:00,141.29999999999998,165,0.012121212121212121,£0–£500,Repeat,152,2,2,2,6,282.59999999999997
13755.0,2108.06,9,1242,2011-10-07 15:45:00,2011-12-06 12:26:00,234.2288888888889,59,0.15254237288135594,"£1,001–£2,500",Repeat,4,5,5,5,15,2108.06
13756.0,5189.52,14,3188,2010-12-07 11:41:00,2011-12-07 16:44:00,370.68,365,0.038356164383561646,"£5,001–£10,000",Repeat,2,5,5,5,15,5189.52
13758.0,3190.55,7,1844,2010-12-01 12:08:00,2011-11-28 11:11:00,455.79285714285714,361,0.019390581717451522,"£2,501–£5,000",Repeat,12,5,5,5,15,3190.5499999999997
13759.0,659.4100000000001,2,287,2011-09-29 15:40:00,2011-11-06 14:47:00,329.70500000000004,37,0.05405405405405406,"£501–£1,000",Repeat,33,4,2,3,9,659.4100000000001
13760.0,286.79,2,197,2011-03-28 12:52:00,2011-10-16 16:13:00,143.395,202,0.009900990099009901,£0–£500,Repeat,54,3,2,2,7,286.79
13761.0,1070.65,2,642,2011-06-13 08:43:00,2011-10-20 14:01:00,535.325,129,0.015503875968992248,"£1,001–£2,500",Repeat,50,3,2,4,9,1070.65
13762.0,306.72,1,272,2011-05-05 09:15:00,2011-05-05 09:15:00,306.72,1,1.0,£0–£500,One-Time,219,1,1,2,4,306.72
13763.0,1714.96,1,728,2011-10-07 15:13:00,2011-10-07 15:13:00,1714.96,1,1.0,"£1,001–£2,500",One-Time,63,3,1,4,8,1714.96
13764.0,1519.42,3,926,2011-01-06 14:53:00,2011-09-30 12:03:00,506.47333333333336,266,0.011278195488721804,"£1,001–£2,500",Repeat,71,3,3,4,10,1519.42
13767.0,17220.36,37,7322,2010-12-01 10:47:00,2011-12-07 15:00:00,465.41513513513513,371,0.09973045822102426,"Above £10,000",Repeat,2,5,5,5,15,17220.36
13769.0,2796.51,10,1163,2010-12-07 13:28:00,2011-12-07 15:08:00,279.651,365,0.0273972602739726,"£2,501–£5,000",Repeat,2,5,5,5,15,2796.5099999999998
13771.0,2634.45,4,1477,2011-04-06 15:47:00,2011-10-06 14:18:00,658.6125,182,0.02197802197802198,"£2,501–£5,000",Repeat,64,3,4,5,12,2634.45
13772.0,1122.63,3,540,2011-04-14 12:31:00,2011-11-06 11:43:00,374.21000000000004,205,0.014634146341463415,"£1,001–£2,500",Repeat,34,3,3,4,10,1122.63
13774.0,345.0,1,192,2011-09-19 12:06:00,2011-09-19 12:06:00,345.0,1,1.0,£0–£500,One-Time,82,2,1,2,5,345.0
13777.0,25977.16,33,12897,2010-12-01 16:01:00,2011-12-09 12:25:00,787.1866666666666,372,0.08870967741935484,"Above £10,000",Repeat,1,5,5,5,15,25977.16
13778.0,178.7,1,70,2011-08-28 15:25:00,2011-08-28 15:25:00,178.7,1,1.0,£0–£500,One-Time,103,2,1,1,4,178.7
13780.0,360.01,2,318,2011-06-22 11:43:00,2011-12-02 13:49:00,180.005,163,0.012269938650306749,£0–£500,Repeat,7,5,2,2,9,360.01
13781.0,127.84,1,30,2011-04-03 12:08:00,2011-04-03 12:08:00,127.84,1,1.0,£0–£500,One-Time,251,1,1,1,3,127.84
13782.0,908.86,6,369,2011-01-16 11:08:00,2011-11-27 11:54:00,151.47666666666666,315,0.01904761904761905,"£501–£1,000",Repeat,13,5,5,3,13,908.86
13784.0,2462.79,11,2493,2011-01-11 14:38:00,2011-11-30 09:33:00,223.89,322,0.034161490683229816,"£1,001–£2,500",Repeat,10,5,5,5,15,2462.79
13786.0,230.39999999999998,1,136,2010-12-07 13:53:00,2010-12-07 13:53:00,230.39999999999998,1,1.0,£0–£500,One-Time,367,1,1,1,3,230.39999999999998
13787.0,309.04,2,337,2010-12-10 14:45:00,2011-09-25 12:06:00,154.52,288,0.006944444444444444,£0–£500,Repeat,76,2,2,2,6,309.04
13790.0,348.8,1,748,2011-12-05 15:48:00,2011-12-05 15:48:00,348.8,1,1.0,£0–£500,One-Time,4,5,1,2,8,348.8
13791.0,1516.0,2,1200,2011-06-24 16:38:00,2011-08-04 11:44:00,758.0,40,0.05,"£1,001–£2,500",Repeat,128,2,2,4,8,1516.0
13792.0,195.55,2,92,2011-02-25 14:03:00,2011-10-04 14:31:00,97.775,221,0.00904977375565611,£0–£500,Repeat,66,3,2,1,6,195.55
13798.0,37153.85,57,23948,2010-12-02 17:24:00,2011-12-08 15:51:00,651.8219298245614,370,0.15405405405405406,"Above £10,000",Repeat,1,5,5,5,15,37153.85
13799.0,688.86,2,402,2011-02-18 14:18:00,2011-08-15 12:07:00,344.43,177,0.011299435028248588,"£501–£1,000",Repeat,117,2,2,3,7,688.86
13800.0,558.32,1,331,2011-02-03 12:27:00,2011-02-03 12:27:00,558.32,1,1.0,"£501–£1,000",One-Time,310,1,1,3,5,558.32
13801.0,324.8,1,168,2011-10-04 10:15:00,2011-10-04 10:15:00,324.8,1,1.0,£0–£500,One-Time,67,3,1,2,6,324.8
13802.0,4599.42,3,2572,2011-02-01 12:03:00,2011-07-24 10:54:00,1533.14,172,0.01744186046511628,"£2,501–£5,000",Repeat,139,2,3,5,10,4599.42
13803.0,277.07,1,121,2011-03-29 12:57:00,2011-03-29 12:57:00,277.07,1,1.0,£0–£500,One-Time,255,1,1,2,4,277.07
13804.0,2588.39,7,1462,2011-02-23 09:09:00,2011-11-09 12:32:00,369.77,259,0.02702702702702703,"£2,501–£5,000",Repeat,31,4,5,5,14,2588.39
13805.0,924.6,2,1900,2011-08-02 15:29:00,2011-10-18 14:50:00,462.3,76,0.02631578947368421,"£501–£1,000",Repeat,52,3,2,3,8,924.6
13806.0,256.38,1,56,2011-10-07 11:43:00,2011-10-07 11:43:00,256.38,1,1.0,£0–£500,One-Time,64,3,1,2,6,256.38
13807.0,112.6,1,36,2010-12-07 15:48:00,2010-12-07 15:48:00,112.6,1,1.0,£0–£500,One-Time,367,1,1,1,3,112.6
13808.0,1747.66,5,782,2011-09-04 12:07:00,2011-12-04 12:18:00,349.53200000000004,91,0.054945054945054944,"£1,001–£2,500",Repeat,6,5,4,4,13,1747.66
13809.0,155.05,1,29,2011-02-07 13:15:00,2011-02-07 13:15:00,155.05,1,1.0,£0–£500,One-Time,305,1,1,1,3,155.05
13810.0,1499.01,3,312,2011-10-14 12:57:00,2011-11-11 08:33:00,499.67,27,0.1111111111111111,"£1,001–£2,500",Repeat,29,4,3,4,11,1499.01
13811.0,814.5,3,68,2011-04-14 18:40:00,2011-06-09 09:54:00,271.5,55,0.05454545454545454,"£501–£1,000",Repeat,184,1,3,3,7,814.5
13812.0,539.0,3,333,2011-08-26 12:54:00,2011-10-28 14:27:00,179.66666666666666,63,0.047619047619047616,"£501–£1,000",Repeat,42,3,3,3,9,539.0
13813.0,1366.8600000000001,4,552,2011-07-28 10:33:00,2011-10-31 10:38:00,341.71500000000003,95,0.042105263157894736,"£1,001–£2,500",Repeat,40,3,4,4,11,1366.8600000000001
13814.0,1579.12,2,864,2011-07-25 13:54:00,2011-09-08 13:48:00,789.56,44,0.045454545454545456,"£1,001–£2,500",Repeat,92,2,2,4,8,1579.1200000000001
13815.0,4027.36,4,2560,2011-01-25 12:16:00,2011-11-17 14:19:00,1006.84,296,0.013513513513513514,"£2,501–£5,000",Repeat,22,4,4,5,13,4027.3600000000006
13816.0,571.6700000000001,2,269,2011-10-06 14:37:00,2011-11-16 08:38:00,285.83500000000004,40,0.05,"£501–£1,000",Repeat,24,4,2,3,9,571.6700000000001
13817.0,382.98,2,211,2010-12-23 11:46:00,2011-11-10 17:49:00,191.49,322,0.006211180124223602,£0–£500,Repeat,29,4,2,2,8,382.98
13819.0,1140.35,3,1109,2011-01-24 10:38:00,2011-02-11 10:38:00,380.1166666666666,18,0.16666666666666666,"£1,001–£2,500",Repeat,302,1,3,4,8,1140.35
13821.0,385.64,2,153,2011-03-23 11:30:00,2011-07-18 09:49:00,192.82,116,0.017241379310344827,£0–£500,Repeat,145,2,2,2,6,385.64
13822.0,632.0,2,611,2011-10-30 15:55:00,2011-12-04 12:13:00,316.0,34,0.058823529411764705,"£501–£1,000",Repeat,6,5,2,3,10,632.0
13823.0,957.66,2,439,2011-09-09 10:42:00,2011-11-21 10:22:00,478.83,72,0.027777777777777776,"£501–£1,000",Repeat,19,4,2,4,10,957.6599999999999
13824.0,1698.94,5,768,2011-02-02 13:07:00,2011-11-07 12:41:00,339.788,277,0.018050541516245487,"£1,001–£2,500",Repeat,33,4,4,4,12,1698.94
13826.0,189.5,1,82,2011-06-16 13:48:00,2011-06-16 13:48:00,189.5,1,1.0,£0–£500,One-Time,176,2,1,1,4,189.5
13827.0,409.8,3,138,2011-07-19 15:38:00,2011-10-13 12:38:00,136.6,85,0.03529411764705882,£0–£500,Repeat,58,3,3,2,8,409.8
13828.0,209.49,1,311,2011-11-17 16:02:00,2011-11-17 16:02:00,209.49,1,1.0,£0–£500,One-Time,22,4,1,1,6,209.49
13831.0,2198.45,6,743,2010-12-05 12:13:00,2011-11-23 15:41:00,366.4083333333333,353,0.0169971671388102,"£1,001–£2,500",Repeat,16,4,5,5,14,2198.4500000000003
13832.0,52.199999999999996,1,28,2011-11-20 15:36:00,2011-11-20 15:36:00,52.199999999999996,1,1.0,£0–£500,One-Time,19,4,1,1,6,52.199999999999996
13833.0,383.85,1,117,2011-07-03 13:27:00,2011-07-03 13:27:00,383.85,1,1.0,£0–£500,One-Time,159,2,1,2,5,383.85
13835.0,834.57,4,442,2011-05-08 15:22:00,2011-11-14 15:37:00,208.6425,190,0.021052631578947368,"£501–£1,000",Repeat,25,4,4,3,11,834.57
13837.0,266.59000000000003,2,182,2011-01-26 12:15:00,2011-05-12 12:10:00,133.29500000000002,105,0.01904761904761905,£0–£500,Repeat,212,1,2,2,5,266.59000000000003
13838.0,674.82,4,254,2010-12-05 10:45:00,2011-12-04 11:00:00,168.705,364,0.01098901098901099,"£501–£1,000",Repeat,6,5,4,3,12,674.82
13841.0,85.0,1,100,2011-04-01 12:10:00,2011-04-01 12:10:00,85.0,1,1.0,£0–£500,One-Time,253,1,1,1,3,85.0
13842.0,3385.62,9,1768,2010-12-08 10:39:00,2011-10-12 10:51:00,376.18,308,0.02922077922077922,"£2,501–£5,000",Repeat,59,3,5,5,13,3385.62
13844.0,361.62,1,196,2011-11-28 13:21:00,2011-11-28 13:21:00,361.62,1,1.0,£0–£500,One-Time,11,5,1,2,8,361.62
13845.0,312.98,1,182,2011-10-06 08:25:00,2011-10-06 08:25:00,312.98,1,1.0,£0–£500,One-Time,65,3,1,2,6,312.98
13846.0,865.0600000000001,3,388,2010-12-14 16:07:00,2011-11-15 12:07:00,288.35333333333335,335,0.008955223880597015,"£501–£1,000",Repeat,25,4,3,3,10,865.0600000000001
13848.0,1255.0,3,3700,2010-12-08 15:10:00,2011-09-08 12:58:00,418.3333333333333,273,0.01098901098901099,"£1,001–£2,500",Repeat,92,2,3,4,9,1255.0000000000002
13849.0,1537.95,2,1016,2011-06-22 10:11:00,2011-10-19 10:59:00,768.975,119,0.01680672268907563,"£1,001–£2,500",Repeat,52,3,2,4,9,1537.9499999999998
13850.0,1595.48,1,944,2011-08-02 14:04:00,2011-08-02 14:04:00,1595.48,1,1.0,"£1,001–£2,500",One-Time,129,2,1,4,7,1595.48
13851.0,2651.46,3,1705,2011-02-24 17:18:00,2011-09-05 12:36:00,883.82,192,0.015625,"£2,501–£5,000",Repeat,96,2,3,5,10,2651.46
13853.0,1090.14,1,312,2011-10-13 14:18:00,2011-10-13 14:18:00,1090.14,1,1.0,"£1,001–£2,500",One-Time,57,3,1,4,8,1090.14
13854.0,8109.5199999999995,25,2296,2010-12-09 10:48:00,2011-12-01 09:06:00,324.38079999999997,356,0.0702247191011236,"£5,001–£10,000",Repeat,9,5,5,5,15,8109.5199999999995
13856.0,388.5,3,494,2011-05-20 13:13:00,2011-06-24 10:03:00,129.5,34,0.08823529411764706,£0–£500,Repeat,169,2,3,2,7,388.50000000000006
13858.0,216.17,1,75,2011-10-13 16:17:00,2011-10-13 16:17:00,216.17,1,1.0,£0–£500,One-Time,57,3,1,1,5,216.17
13859.0,201.16,1,129,2011-01-17 16:14:00,2011-01-17 16:14:00,201.16,1,1.0,£0–£500,One-Time,326,1,1,1,3,201.16
13860.0,1245.9,5,591,2011-09-14 09:27:00,2011-12-08 12:57:00,249.18,85,0.058823529411764705,"£1,001–£2,500",Repeat,1,5,4,4,13,1245.9
13862.0,2209.36,8,1688,2011-01-11 15:13:00,2011-11-21 16:24:00,276.17,314,0.025477707006369428,"£1,001–£2,500",Repeat,18,4,5,5,14,2209.3600000000006
13863.0,305.78,1,224,2011-04-06 10:20:00,2011-04-06 10:20:00,305.78,1,1.0,£0–£500,One-Time,248,1,1,2,4,305.78
13865.0,501.56,4,204,2011-02-23 12:04:00,2011-10-12 13:31:00,125.39,231,0.017316017316017316,"£501–£1,000",Repeat,58,3,4,3,10,501.56000000000006
13866.0,145.67000000000002,1,57,2011-09-26 14:54:00,2011-09-26 14:54:00,145.67000000000002,1,1.0,£0–£500,One-Time,74,2,1,1,4,145.67000000000002
